NAME,GDPGR2000,GDPGR2001,GDPGR2002,GDPGR2003,GDPGR2004,GDPGR2005,GDPGR2006,GDPGR2007,GDPGR2008,GDPGR2009,GDPGR2010,GDPGR2011,GDPGR2012,GDPGR2013,GDPGR2014
EU (27 countries),3,9,2,1,1,3,1,5,2,5,2,1,3,3,3,2,0,3,-4,3,2,1,1,5,-0,3,0,4,1,6
Euro area (changing composition),3,8,2,0,9,0,7,2,2,1,7,3,2,2,9,0,4,-4,4,2,1,4,-0,4,0,1,1,4
Euro area (17 countries),3,8,2,0,9,0,7,2,2,1,7,3,2,3,0,4,-4,4,2,1,4,-0,4,0,1,1,4
Euro area (16 countries),3,8,2,0,9,0,7,2,2,1,7,3,2,3,0,4,-4,4,2,1,4,-0,4,0,1,1,4
Belgium,3,7,0,8,1,4,0,8,3,3,1,8,2,7,2,9,1,-2,8,2,4,1,8,-0,2,0,7,1,6
Bulgaria,5,7,4,2,4,7,5,5,6,7,6,4,6,5,6,4,6,2,-5,5,0,4,1,7,0,8,1,4,2
Czech Republic,4,2,3,1,2,1,3,8,4,7,6,8,7,5,7,3,1,-4,5,2,5,1,9,-1,3,0,8,2
Denmark,3,5,0,7,0,5,0,4,2,3,2,4,3,4,1,6,-0,8,-5,7,1,6,1,1,0,6,1,6,1,3
Germany,3,1,1,5,0,-0,4,1,2,0,7,3,7,3,3,1,1,-5,1,4,2,3,0,8,0,8,2
Estonia,9,7,6,3,6,6,7,8,6,3,8,9,10,1,7,5,-4,2,-14,1,3,3,8,3,2,5,3,1,4
Ireland,10,7,5,3,5,6,3,9,4,4,5,9,5,4,5,4,-2,1,-5,5,-0,8,1,4,0,4,1,1,2,2
Greece,3,5,4,2,3,4,5,9,4,4,2,3,5,5,3,5,-0,2,-3,1,-4,9,-7,1,-6,-4,2,0,6
Spain,5,3,7,2,7,3,1,3,3,3,6,4,1,3,5,0,9,-3,7,-0,3,0,4,-1,4,-1,4,0,8
France,3,7,1,8,0,9,0,9,2,5,1,8,2,5,2,3,-0,1,-3,1,1,7,1,7,0,2,0,4,1,2
Italy,3,7,1,9,0,5,0,1,7,0,9,2,2,1,7,-1,2,-5,5,1,8,0,4,-2,3,-0,5,0,8
Cyprus,5,4,2,1,1,9,4,2,3,9,4,1,5,1,3,6,-1,9,1,3,0,5,-2,3,-1,7,-0,7
Latvia,5,7,7,3,7,2,7,6,8,9,10,1,11,2,9,6,-3,3,-17,7,-0,9,5,5,4,3,3,6,3,9
Lithuania,3,6,6,7,6,8,10,3,7,4,7,8,7,8,9,8,2,9,-14,8,1,5,5,9,2,9,3,1,3,6
Luxembourg,8,4,2,5,4,1,1,7,4,4,5,3,4,9,6,6,-0,7,-4,1,2,9,1,7,0,4,0,7,1,5
Hungary,4,2,3,7,4,5,3,9,4,8,4,3,9,0,1,0,9,-6,8,1,3,1,6,-1,2,0,3,1,3
Malta,:,0,2,4,0,7,-0,3,3,6,2,6,4,1,3,7,-2,4,2,7,1,6,1,1,6,2,1
Netherlands,3,9,1,9,0,1,0,3,2,2,2,3,4,3,9,1,8,-3,7,1,6,1,-0,3,0,3,1,4
Austria,3,7,0,9,1,7,0,9,2,6,2,4,3,7,3,7,1,4,-3,8,2,1,2,7,0,8,0,9,2,1
Poland,4,3,1,2,1,4,3,9,5,3,3,6,6,2,6,8,5,1,1,6,3,9,4,3,2,4,1,8,2,6
Portugal,3,9,2,0,8,-0,9,1,6,0,8,1,4,2,4,0,-2,9,1,9,-1,6,-3,-1,0,8
Romania,2,4,5,7,5,1,5,2,8,5,4,2,7,9,6,3,7,3,-6,6,-1,1,2,2,0,8,2,2,2,7
Slovenia,4,3,2,9,3,8,2,9,4,4,4,5,8,7,3,4,-7,8,1,2,0,6,-2,3,-1,6,0,9
Slovakia,1,4,3,5,4,6,4,8,5,1,6,7,8,3,10,5,5,8,-4,9,4,4,3,2,2,6,2,3
Finland,5,3,2,3,1,8,2,4,1,2,9,4,4,5,3,0,3,-8,5,3,3,2,7,0,1,0,8,1,3
Sweden,4,5,1,3,2,5,2,3,4,2,3,2,4,3,3,3,-0,6,-5,6,6,3,7,1,1,1,9,2,5
United Kingdom,4,2,2,9,2,4,3,8,2,9,2,8,2,6,3,6,-1,-4,1,8,0,9,-0,3,0,9,2
Iceland,4,3,3,9,0,1,2,4,7,8,7,2,4,7,6,1,2,-6,6,-4,2,6,2,7,2,3,2,9
Norway,3,3,2,1,5,1,4,2,6,2,3,2,7,0,1,-1,6,0,5,1,2,3,1,2,5,2,3
Switzerland,3,7,1,2,0,2,0,2,4,2,7,3,8,3,8,2,2,-1,9,3,1,9,1,1,4,1,9
Montenegro,:,11,1,1,9,2,5,4,4,4,2,8,6,10,7,6,9,-5,7,2,5,3,2,0,2,2,4,3
Croatia,3,8,3,7,4,9,5,4,4,1,4,3,4,9,5,1,2,1,-6,9,-1,4,0,-1,9,0,1,4
Former Yugoslav Republic of Macedonia, the,4,5,-4,5,0,9,2,8,4,6,4,4,5,6,1,5,-0,9,2,9,2,8,0,8,1,7,2,2
Turkey,6,8,-5,7,6,2,5,3,9,4,8,4,6,9,4,7,0,7,-4,8,9,8,5,3,2,9,3,7
